id,sentence,difficulty
2873,"Dans le confinement de ce printemps, de nombreux Québécois se précipitèrent sur les semis, craignant que les serres restent fermées.",B2
2874,J'aimerais suivre des cours de karaté parce que j'ai un peu peur quand je suis seule la nuit.,A2
2875,"Avec les expériences parfois malheureuses de leurs aînés, certains jeunes s'attendent.",C1
2876,J'ai eu votre message.,A2
2877,"Pourtant, il y a environ 200 entreprises qui sont prêtes à embaucher 20 ou 30 personnes chaque année et ont de la difficulté à recruter des développeurs de qualité.",B2
2878,"Le petit prince, qui m'a posé beaucoup de questions, n'a jamais semblé entendre le mien.",B1
2879,"« Si toute vie va inévitablement vers sa fin, nous devons la colorer avec nos couleurs d'amour et d'espoir, » a déclaré Chagall.",B2
2880,Cette actrice américaine aurait disparu de chez elle hier.,B2
2881,"Si tu rencontres ma sœur, dis-lui que je viendrai la voir demain.",B1
2882,J'ai aussi besoin d'une botte de thym.,C1
2883,Le réseau social américain veut « réduire la diffusion d'informations potentiellement dangereuses ou trompeuses » et mettra en place un système d'alerte pour ses utilisateurs.,B2
2884,Puis je vais faire des courses au supermarché où je vais acheter des fruits et légumes.,A2
2885,"Rien d'extraordinaire quand on vit dans le sud de l'Europe mais pas en Suède, un pays qui n'a pas du tout cette culture de la sécheresse",B1
2886,"Que Céline, au début du voyage à la fin de la nuit, puisse affirmer que son voyage est entièrement imaginaire, il est judicieux",C2
2887,"La climatisation a longtemps été superflue dans les maisons de soins infirmiers, mais cet été nous ne pouvons pas utiliser les fans non plus parce qu'ils aident à répandre le Coronavirus.",B1
2888,"Bien qu'en Turquie le premier tas de chiffons va s'asseoir sur le divan de café près du turc le plus somptueux, sans que ce dernier recule pour éviter le contact d'une coquille effilée et grasse sur sa poignée doublée d'or, cependant certaines classes ont leurs lieux de réception habituels, et le café à la fontaine en marbre est l'un des meilleurs hantés de la ville.",C1
2889,"Larmoyante et enthousiaste, aussi bien cheesy qu'agreable, une touche ringarde aussi bien que brillante, la série offre quelque chose qui va complètement à l'encontre du courant des séries contemporaines, complexes, sombres, souvent très conscients d'eux-mêmes, mais se reconnecte à un aspect primordial : la proximité bientôt familière avec les personnages que nous voulons suivre jusqu'à la fin de leur histoire.",C1
2890,"Son visage ovale s'était allongé, sa bouche rieuse avait pris ces lignes fermes et arrêtées qui indiquent la résolution",C1
2891,"Et que se passe-t-il si, soudainement, nous pensons à notre assiette.",A1
2892,Sa vie est devenue enfer quand elle a réalisé que son mari la trompait.,C2
2893,J'aime le café.,A1
2894,"Et cela touche toutes les générations et tous les métiers : nous avons des emplois dans la finance, nous avons des emplois dans les avocats, les médecins continuent de faire des téléconférences et puis il y a toutes les personnes qui sont en télétravail.",B1
2895,J'étais aussi incapable de distraction et d'étude.,C2
2896,La police cherche le voleur sur mon vélo.,A1
2897,"On lui a donné deux des femmes les plus sages, qui ont été cloîtrées avec elle afin de l'aider pendant son accouchement.",C2
2898,"Quand les clients viennent, ils ont l'impression de venir dans un endroit magique.",A2
2899,Il y a plus de possibilités d'opposition en raison des différences culturelles.,C2
2900,Mais je la trouvais très jolie.,A2
2901,Ils ont deux enfants: un fils nommé André et une fille qui est très gentille.,A1
2902,Il n'est vraiment pas facile de transmettre votre langue lorsque vous n'êtes pas dans votre pays d'origine!,B1
2903,"Pollution, je dis non, mais à la vie je dis oui, oui",A2
2904,"Si le député avait respecté les électeurs, il aurait démissionné volontairement.",B2
2905,Et aussi grâce à la télévision parce que nous avons regardé deux ou trois épisodes de ma série préférée chaque soir.,B1
2906,Marie m'a appelé et elle m'a rejoint.,A2
2907,La presse a annoncé que le gouvernement proposera bientôt des mesures pour réduire la précarité des étudiants.,B2
2908,"Les Français ne cèdent pas à chaque personne pour eux-mêmes, mais ils s'intéressent d'abord à leur cercle familial proche.",B2
2909,Vous habitez loin d'ici?,A1
2910,Pouvez-vous me donner le numéro de votre spécialiste?,A2
2911,La nuit vient de tomber sur Calcutta et la tempête est entrée en ville avec une puissance terrifiante,A2
2912,"Pour aller à la salle Internet de l'escalier, marcher jusqu'à la réception, puis tourner à gauche.",A1
2913,Ils ont une pizza.,A1
2914,"Il les renvoie à leurs années 50, dont ils ne veulent pas entendre parler, ceux qui se sentent en pleine maturité, surtout s'ils ont réussi socialement.",C1
2915,"Ellenore n'avait qu'un esprit ordinaire ; mais ses idées étaient justes, et ses expressions, toujours simples, étaient parfois frappantes par la noblesse et l'élévation de ses sentiments.",C1
2916,Chaque miette de vie doit être utilisée pour conquérir la dignité.,C1
2917,Il est sous la douche.,A1
2918,Je suis content que tu sois venu.,B1
2919,"Immédiatement un soldat appelé par l'adjudant mit sa main sur le collier; un autre soldat prit soin des chevaux, et, dans un air rude, l'adjudant ordonna à Fabrice de le suivre sans répondre.",C1
2920,"Oui, allons-y!",A2
2921,"Cette année, nous avons demandé à nos parents de faire des gâteaux et de les vendre.",A2
2922,J'ai été devant l'ordinateur toute la journée et mes yeux sont endoloris.,B1
2923,"Pour faire face à toutes ces transformations, nous proposons de nous concentrer sur nos compétences clés : la recherche de nouveaux médicaments et la commercialisation de tous nos produits pharmaceutiques.",B2
2924,"Les trompettes, les fiefs, les hautbois, les tambours, les canons, étaient une telle harmonie qu'il n'y avait jamais eu en enfer.",B2
2925,Bientôt mon intelligence rétablit entre les éléments la séparation que mon impression avait abolie.,C2
2926,La liberté est-elle une illusion?,C2
2927,"Mais comme tout le monde a dit la même chose, donc nous avons beaucoup plus de gens que d'habitude.",B1
2928,"Pour éviter d'oublier dans deux mois les compétences si chères apprises pendant l'année, mais aussi de cultiver",C2
2929,"La 25ème approche, nous pensons au repas et aux invités",B2
2930,"Les enseignants qui sont en classe inverse, ils parlent à tous leurs élèves chaque jour.",B2
2931,"C'est la saison la plus chaude, quand vous commencez à mettre vos lunettes de soleil et aller faire une promenade sur la plage.",A1
2932,"Il y a aussi des inconvénients: il y a trop de voitures et de pollution, il n'y a pas assez d'espaces verts et c'est très bruyant",A2
2933,Ils portent au moins deux couches de vêtements lâches.,B2
2934,"Tu sais, je ne pense pas qu'il y ait de bonne ou de mauvaise situation.",A2
2935,"Tous les vendredis, il vole vers les plus beaux sommets d'Europe",C1
2936,"Bien sûr, mes lunettes sont sur le sol, et je, sans mes lunettes, ne vois rien, mais alors, rien du tout!",B1
2937,"Mais d'autres préfèrent peut-être L'Assassin des Chesses (Le Pommier) ou Les Annales du Kangourou (Editions du Kangourou)""",C2
2938,Il semble donc être une valeur centrale et même une valeur prioritaire.,B2
2939,"À ces deux types de raisons, facilement identifiables par la littérature, qui incitent les entreprises à réfléchir à l'évaluation des connaissances, sont associées à d'autres raisons plus difficiles qui semblent être inspirées par le désir de transformer l'organisation.",C2
2940,C'est l'histoire d'un oiseau blessé qui cherche refuge dans un arbre pour s'abriter du froid de l'hiver.,B1
2941,"Si je pouvais, je jouerais un rôle dans une pièce de Molière!",B1
2942,Tu as fait du bon travail.,A2
2943,"« Nous avons bon espoir, mais pas à court terme parce qu'il y a trop peu de lumière en ce moment », a déclaré M. Gaudon.",B1
2944,Puis il sèche ses cheveux très rapidement pour manger son petit déjeuner.,A2
2945,Fabrice s'approcha d'un incendie et demanda l'hospitalité en le payant.,B2
2946,Il a cinq heures de français par semaine.,A1
2947,"L'obésité touche également l'Afrique subsaharienne, où vivent la plupart des populations sous-alimentées dans le monde (12,1%) et l'Égypte (33%).",C1
2948,Plusieurs jours passèrent ainsi.,C2
2949,J'achèterai toujours des chaussures de randonnée au cas où.,B1
2950,"Elle travaillera principalement à la réception au début, puis dans la salle pour fournir un service à la clientèle avec les équipes du midi et du soir.",B1
2951,J'espère que tu vas bien et que tes vacances de ski vont bien aussi.,B1
2952,"Entre-temps, de petits cours de formation ont été organisés à l'intention des enseignants des écoles et collèges, des inspecteurs et des formateurs de l'IUFM, avec une introduction à l'algorithmique et au langage informatique.",C2
2953,"Au rez-de-chaussée il y a un salon avec un piano, une salle à manger, une cuisine spacieuse et jaune et une salle de bains.",B1
2954,Ce n'est pas facile de vivre.,A2
2955,J'attribuais cet effet presque magique à son charme : je l'aurais apprécié encore plus complètement sans l'engagement que j'avais pris à mon estime de moi-même.,C2
2956,"Jean Buridan, philosophe français du XIVe siècle, avait, selon la légende, conçu une expérience imaginaire pour prouver l'existence du libre arbitre : la situation serait celle d'un animal, en l'occurrence un âne, ayant aussi faim et soif, et qui, placé à égale distance d'une botte de foin et d'un seau d'eau, hésite, s'avère incapable de choisir, et enfin se laisse mourir",C2
2957,Le site du magazine Time en a parlé.,B1
2958,Les canons ont d'abord renversé environ six mille hommes de chaque côté; puis le mousquetaire enlevé du meilleur des mondes environ neuf à dix mille coquins qui ont infecté la surface de celui-ci.,C1
2959,"Les outils numériques contribuent à la formation des élèves. Il aurait été préférable d'avoir une réflexion collective sur la place du numérique à l'école plutôt que de découvrir que le sujet serait relancé, sans dialogue.",B2
2960,Mes voisins voulaient quitter le pays pour se cacher une fois la nuit tombée.,B1
2961,"Une dictature, c'est quand les gens sont communistes, déjà.",B1
2962,Tu peux venir avec moi?,A1
2963,Vous êtes français.,A1
2964,La texture est parfaite,B2
2965,Ces deux problèmes psychologiques sont souvent ressentis par les gens qui utilisent Internet pour satisfaire un besoin important de popularité et de reconnaissance sociale qu'ils ne réalisent souvent pas dans leur vie « réelle ».,C1
2966,Parle-moi de ta famille.,A1
2967,"La promenade éducative et interactive dans les différents jardins (espèces médiévales, tropicales, parfumées et protégées) plaira à tous vos sens et expliquera les vertus et les utilisations des plantes.",B2
2968,C'est très beau.,A2
2969,J'espère qu'il y a beaucoup de soleil.,A1
2970,"Cela représente une rupture dans notre relation au monde, parce qu'elle nous rend visibles.",B2
2971,L'amour dépasse de longs souvenirs avec une sorte de magie.,C2
2972,Réponds-moi vite et réserve-moi à venir.,A2
2973,"Déjà, Dominique, avec qui je travaille",B1
2974,"Notez que les nez ont été faits pour porter des lunettes, donc nous avons des lunettes.",B1
2975,"Ce festival est encore traditionnellement célébré en France, bien que, pour Noël, il ait souvent perdu son aspect religieux.",B1
2976,"Pour le plat de résistance de ce soir, je n'ai ni tomates ni courgettes dans mon garde-manger.",B1
2977,"À l'arrivée du printemps, les survivants comprennent qu'ils doivent construire des réserves pour survivre à l'hiver suivant.",B2
2978,"Laissez un garçon qui a voyagé dans le monde entier à travers les circulaires d'agence de voyage être, pour l'écrivain Fernando Pessoa, le plus grand voyageur jamais connu, une bonne illustration du concept de voyage immobile",C2
2979,Je ne me sens pas bien.,A1
2980,Je le verrai dès que je serai à Bruxelles.,A2
